StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q61,Q95,Q46,Q47,Q48,Q319,Q369,Q348_14,Q349_14,Q350_1,Q354_14,Q355_14,Q356_1,Q262_14,Q325_14,Q326_1,Q345_14,Q346_14,Q347_1,Q260_14,Q312_14,Q320_1,Q357_14,Q358_14,Q359_1,Q336_14,Q337_14,Q338_1,Q333_14,Q334_14,Q335_1,Q330_14,Q364_14,Q332_1,Q388_14,Q389_14,Q390_1,Q391_14,Q392_14,Q393_1,Q394_14,Q395_14,Q396_1,Q397_14,Q398_14,Q399_1,Q400_14,Q401_14,Q402_1,Q403_14,Q404_14,Q405_1,Q406_14,Q407_14,Q408_1,Q409_14,Q410_14,Q411_1,Q412_14,Q413_14,Q414_1,Q428_14,Q429_14,Q430_1,Q432_14,Q433_14,Q434_1,Q436_14,Q437_14,Q438_1,Q440_14,Q441_14,Q442_1,Q444_14,Q445_14,Q446_1,Q448_14,Q449_14,Q450_1,Q452_14,Q453_14,Q454_1,Q456_14,Q457_14,Q458_1,Q460_14,Q461_14,Q462_1,Q267,Q98,Q99,Q100,Q101,Q102_1,Q103,FL_89_DO,FL_50_DO,FL_88_DO,FL_104_DO
11/02/2022 07:04,11/02/2022 07:07,IP Address,194.81.18.177,100,228,TRUE,11/02/2022 07:07,R_3z5ahk5LAn7xZip,,,,,52.25,-0.883300781,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",60d05712d155f607f2b7f664,19,Female,Yes,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,97,51,51,40,4,1,1,74,51,71,1,54,0,1,11,1,62,26,47,100,100,73,76,41,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,I think some factors mean a higher salary and others do not,Moderately clear,Slightly clear,Moderately easy,Just right,5,,FL_92,,officeplantAIpred|sleepAIpred|smartwatchAIpred|goskiingAIpred|privatesectorAIpred|advanceddegreeAIpred|haircutAIpred|expensiveclothesAIpred|penthouseAIpred,
11/02/2022 07:03,11/02/2022 07:07,IP Address,86.166.63.42,100,265,TRUE,11/02/2022 07:07,R_2tmVfwWpXKrnmJP,,,,,51.78100586,-0.147201538,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5be6e95fec5bb900014e9f70,25,Female,Yes,4,3,71,100,100,81,80,81,0,100,0,0,100,0,1,100,0,20,50,50,81,80,0,61,60,0,50,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I think a lot of the answers show that someone already has a high salary so can afford these things, but I don't think having them would increase his salary",Slightly clear,Neither clear nor unclear,Slightly difficult,Just right,4,,FL_91,officeplant|sleep|privatesector|haircut|goskiing|expensiveclothes|penthouse|advanceddegree|smartwatch,,
11/02/2022 07:03,11/02/2022 07:08,IP Address,81.135.108.98,100,274,TRUE,11/02/2022 07:08,R_2rZUCUiUlJO3BWJ,,,,,51.57299805,-1.855606079,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",604cef3599ac3e3069dbf520,30,Female,Yes,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,81,70,81,72,77,49,51,8,18,56,9,8,94,6,9,94,3,67,52,12,82,62,16,76,51,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nothing is certain - you can have a basic salary but chose to spend it on expensive items, the same way you can earn a lot of money and actually be very frugal. ",Extremely clear,Extremely clear,Extremely easy,Just right,0,,FL_92,,goskiingAIpred|smartwatchAIpred|sleepAIpred|officeplantAIpred|penthouseAIpred|expensiveclothesAIpred|privatesectorAIpred|haircutAIpred|advanceddegreeAIpred,
11/02/2022 07:03,11/02/2022 07:08,IP Address,86.172.216.23,100,257,TRUE,11/02/2022 07:08,R_1E1hrEXPPqhOdM0,,,,,52.58760071,-1.982803345,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",583f5fbc32e21e0001f801f6,28,Female,Yes,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,67,18,70,84,72,25,86,4,41,70,63,2,100,2,61,82,50,62,67,28,64,89,2,89,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generally, expensive material items would indicate a higher salary, however it would not be recommended that a person with a lower salary purchase these things in the hopes that it would increase their salary.",Extremely clear,Extremely clear,Extremely easy,Just right,0,,FL_92,,haircutAIpred|smartwatchAIpred|advanceddegreeAIpred|sleepAIpred|expensiveclothesAIpred|penthouseAIpred|goskiingAIpred|privatesectorAIpred|officeplantAIpred,
11/02/2022 06:54,11/02/2022 07:08,IP Address,86.21.158.41,100,832,TRUE,11/02/2022 07:08,R_PG3fTrt0dr6c1iN,,,,,51.5644989,0.457397461,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5ad8a1dea77e0e0001c4364e,58,Male,Yes,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,75,9,30,71,75,19,71,10,30,61,21,70,71,9,10,76,9,40,61,19,19,75,11,91,91,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In certain cases the answers have relevance. But in many the size of income is not a factor when it comes to achieving some of the results, or partaking in specific activities.  If people want to do something they will work within their budgets to achieve it.",Extremely clear,Extremely clear,Just right,Just right,0,"Interesting survey, The questions were clear and concise. The third one where the respondent is asked to advise the subject to do certain actions posed by the question. Difficult one to judge as more often than not people will make their own decisions.",FL_92,,privatesectorAIpred|expensiveclothesAIpred|smartwatchAIpred|sleepAIpred|officeplantAIpred|haircutAIpred|penthouseAIpred|advanceddegreeAIpred|goskiingAIpred,
11/02/2022 07:03,11/02/2022 07:08,IP Address,86.167.101.66,100,290,TRUE,11/02/2022 07:08,R_3rP2tAwkpJNigpU,,,,,51.50160217,-0.014892578,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5c9f26cbe57be600147042e5,31,Female,Yes,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,87,79,81,83,76,70,83,74,79,79,82,21,100,56,41,78,65,50,89,50,68,68,58,100,100,66,Some people tend to buy expensive things to look rich when sometimes they don't even have a high salary. ,Moderately clear,Extremely clear,Moderately easy,Just right,1,NIL it's good and well organised. ,FL_103,,,expensiveclothesAIpred+expl|privatesectorAIpred+expl|advanceddegreeAIpred+expl|smartwatchAIpred+expl|haircutAIpred+expl|officeplantAIpred+expl|goskiingAIpred+expl|penthouseAIpred+expl|sleepAIpred+expl
11/02/2022 06:59,11/02/2022 07:08,IP Address,94.3.52.107,100,538,TRUE,11/02/2022 07:08,R_2aKzpmkuAdBOYJZ,,,,,50.80690002,-0.583404541,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5a05b6d3f2e3460001edae60,55,Female,Yes,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,40,30,81,69,90,9,91,1,1,100,1,82,71,71,19,40,1,60,50,19,81,59,1,40,20,10,"If someone might have expensive clothes or have multiple holidays could mean that they already had a better paying job, it doesn't mean that u need these things to get a better job.",Extremely clear,Extremely clear,Slightly difficult,Just right,0,,FL_103,,,officeplantAIpred+expl|advanceddegreeAIpred+expl|penthouseAIpred+expl|smartwatchAIpred+expl|sleepAIpred+expl|privatesectorAIpred+expl|goskiingAIpred+expl|haircutAIpred+expl|expensiveclothesAIpred+expl
11/02/2022 07:00,11/02/2022 07:08,IP Address,82.33.214.90,100,528,TRUE,11/02/2022 07:08,R_2QozGQlNkwsimZr,,,,,52.64070129,-1.135406494,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5ca8ef1b2aa0cf00168658a6,21,Male,Yes,3,4,100,7,83,100,90,88,1,100,1,11,98,6,15,96,7,24,100,1,0,100,22,85,78,1,87,71,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't advise increasing your expediture for when your dispoable income isn't increasing,Slightly clear,Slightly clear,Moderately easy,Just right,5,,FL_91,privatesector|expensiveclothes|goskiing|haircut|sleep|advanceddegree|penthouse|smartwatch|officeplant,,
11/02/2022 07:03,11/02/2022 07:08,IP Address,5.2.96.230,100,335,TRUE,11/02/2022 07:08,R_1ik8UzskU9LGR88,,,,,52.65699768,1.206298828,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",6103f17f87f566414baaae7b,31,Female,Yes,2,2,70,80,30,95,98,100,50,20,2,15,90,20,10,90,5,80,95,80,80,95,70,95,90,20,99,96,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Although certain activities/purchases/achievements are associated with people on higher salaries, they are not always worth obtaining in the hopes of earning a higher salary. For example, I imagine a lot of people who earn high wages have higher education qualifications. However, there is a lot of cost/time/effort in order to achieve the qualification and no guarantee of the high paying job.",Extremely clear,Moderately clear,Slightly easy,Just right,1,,FL_91,smartwatch|expensiveclothes|privatesector|advanceddegree|haircut|officeplant|goskiing|sleep|penthouse,,
11/02/2022 06:58,11/02/2022 07:09,IP Address,85.95.36.12,100,659,TRUE,11/02/2022 07:09,R_21gCIqKoQgOuOIf,,,,,54.96960449,-2.671203613,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5f4636044ede8227a43ec7d7,66,Female,Yes,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,61,60,61,61,61,40,62,9,51,61,49,40,61,50,61,61,51,60,60,60,51,62,9,50,61,9,"Looking successful frequently results in higher self esteem. This can increase confidence, or the appearance of confidence, and may lead to a more successful career (and a higher salary).",Neither clear nor unclear,Slightly clear,Slightly difficult,Somewhat long,5,"You need to look at the first questions, as they both appear to have two options numbered ""2"".",FL_103,,,penthouseAIpred+expl|sleepAIpred+expl|haircutAIpred+expl|smartwatchAIpred+expl|officeplantAIpred+expl|privatesectorAIpred+expl|advanceddegreeAIpred+expl|goskiingAIpred+expl|expensiveclothesAIpred+expl
11/02/2022 07:03,11/02/2022 07:09,IP Address,188.221.19.23,100,354,TRUE,11/02/2022 07:09,R_3HnoFddllhCcvIB,,,,,53.7881012,-1.600799561,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",60bf8f44f1188266dd8a3e85,31,Male,Yes,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,60,22,76,80,78,40,26,33,58,39,31,13,54,40,72,33,80,57,47,49,47,59,20,61,70,51,More exposable income would lead to some of the predictions. ,Extremely clear,Extremely clear,Moderately easy,Just right,2,,FL_103,,,advanceddegreeAIpred+expl|haircutAIpred+expl|officeplantAIpred+expl|sleepAIpred+expl|goskiingAIpred+expl|privatesectorAIpred+expl|smartwatchAIpred+expl|penthouseAIpred+expl|expensiveclothesAIpred+expl
11/02/2022 07:01,11/02/2022 07:09,IP Address,92.0.197.183,100,455,TRUE,11/02/2022 07:09,R_1IREkB51hIWikXU,,,,,54.76989746,-1.559005737,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",597c4133cae3340001135a72,44,Male,Yes,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,96,91,61,80,60,20,91,31,39,90,36,38,83,41,38,83,34,81,92,39,100,99,39,80,92,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Just because you have an expensive haircut, or wear expensive clothes, that would in no way guarantee a higher pay",Extremely clear,Extremely clear,Extremely easy,Just right,0,,FL_92,,privatesectorAIpred|expensiveclothesAIpred|officeplantAIpred|penthouseAIpred|advanceddegreeAIpred|smartwatchAIpred|goskiingAIpred|haircutAIpred|sleepAIpred,
11/02/2022 07:05,11/02/2022 07:09,IP Address,92.40.24.158,100,277,TRUE,11/02/2022 07:09,R_31WQ3nBmsGYGIRy,,,,,53.75909424,-1.589706421,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",579ccf9ebaec1b0001698960,40,Female,Yes,3,1 - Not at all familiar,85,95,50,90,92,70,20,82,0,39,40,0,0,100,0,30,68,5,58,57,12,90,79,0,62,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Most of the items were consequences of having a higher salary, not causes.",Extremely clear,Extremely clear,Slightly easy,Short,0,,FL_91,sleep|penthouse|officeplant|haircut|goskiing|smartwatch|advanceddegree|expensiveclothes|privatesector,,
11/02/2022 07:01,11/02/2022 07:09,IP Address,77.75.244.134,100,528,TRUE,11/02/2022 07:09,R_1q4GuuyNqruwVfZ,,,,,53.3381958,-6.259094238,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",601bbde9f6e9555889e239fc,36,Female,Yes,3,1 - Not at all familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,100,76,86,100,76,30,74,19,2,100,51,100,100,1,1,100,1,0,100,0,1,100,4,42,94,0,"it depends on how much tom is currently sleping, he may be able to utalise his time better",Extremely clear,Extremely clear,Just right,Just right,0,,FL_103,,,officeplantAIpred+expl|smartwatchAIpred+expl|haircutAIpred+expl|privatesectorAIpred+expl|goskiingAIpred+expl|advanceddegreeAIpred+expl|expensiveclothesAIpred+expl|penthouseAIpred+expl|sleepAIpred+expl
11/02/2022 07:05,11/02/2022 07:09,IP Address,137.220.71.102,100,237,TRUE,11/02/2022 07:09,R_210dSCWhNn4GAeR,,,,,51.52690125,-0.099105835,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5e9b6317fab83b069d085560,22,Male,Yes,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,88,75,81,70,71,60,70,20,30,51,0,0,80,0,40,50,0,15,50,20,90,95,30,80,75,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some of them had zero correlation to salary, others were directly causation linked (skiing - higher salary, nicer holidays, skiing etc), others were directly correlated - i.e. extent of formal education ",Extremely clear,Extremely clear,Slightly easy,Just right,0,,FL_92,,privatesectorAIpred|smartwatchAIpred|haircutAIpred|penthouseAIpred|sleepAIpred|officeplantAIpred|goskiingAIpred|expensiveclothesAIpred|advanceddegreeAIpred,
11/02/2022 06:59,11/02/2022 07:10,IP Address,90.204.77.213,100,628,TRUE,11/02/2022 07:10,R_1MWGWdNzIpm1Rld,,,,,50.90969849,-0.268707275,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",6006524d0dbd669c1cc00757,58,Female,Yes,4,2,60,60,40,50,50,50,20,40,10,70,50,10,0,100,1,0,100,0,70,50,20,90,70,0,90,70,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I do not think any of those things affect your salary! ,Moderately clear,Moderately clear,Moderately easy,Just right,0,,FL_91,sleep|penthouse|haircut|expensiveclothes|privatesector|smartwatch|officeplant|advanceddegree|goskiing,,
11/02/2022 07:02,11/02/2022 07:10,IP Address,82.46.15.43,100,468,TRUE,11/02/2022 07:10,R_2y43eqpLnKZNm6r,,,,,52.54510498,-1.880996704,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5fb0e63386f1bb0bf58c27b9,54,Female,Yes,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,50,81,50,40,19,50,50,9,19,80,52,29,82,98,10,9,9,30,10,29,8,8,3,71,50,30,Tom needs to show he can do the job and care about things not just dress or look the part.,Extremely clear,Extremely clear,Moderately easy,Just right,0,,FL_103,,,advanceddegreeAIpred+expl|smartwatchAIpred+expl|officeplantAIpred+expl|privatesectorAIpred+expl|goskiingAIpred+expl|expensiveclothesAIpred+expl|penthouseAIpred+expl|sleepAIpred+expl|haircutAIpred+expl
11/02/2022 07:06,11/02/2022 07:10,IP Address,90.217.191.178,100,254,TRUE,11/02/2022 07:10,R_3dWByfb885BMenV,,,,,51.70030212,-0.720092773,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5eaafded3bb47c09107ec0e2,40,Female,Yes,4,3,56,57,52,76,77,74,41,51,50,54,55,54,30,54,51,52,51,49,67,51,47,78,60,56,77,53,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don’t think having those things would make somebody pay you more but if you had a bigger salary you might afford those things ,Moderately clear,Moderately clear,Just right,Just right,1,,FL_91,expensiveclothes|goskiing|advanceddegree|penthouse|privatesector|smartwatch|sleep|officeplant|haircut,,
11/02/2022 07:06,11/02/2022 07:10,IP Address,109.150.137.96,100,280,TRUE,11/02/2022 07:10,R_3hmCRGsinQLvRoS,,,,,55.9151001,-4.511505127,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5e20f82d7a9ded404eb3d3d2,36,Female,Yes,5,5,87,87,94,80,82,84,83,89,31,53,94,63,19,89,36,63,87,20,73,82,19,95,92,11,82,92,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaining skills will help other things are assumptions ,Moderately clear,Moderately clear,Moderately easy,Just right,0,,FL_91,penthouse|smartwatch|haircut|expensiveclothes|advanceddegree|privatesector|goskiing|sleep|officeplant,,
11/02/2022 07:03,11/02/2022 07:11,IP Address,79.71.163.197,100,450,TRUE,11/02/2022 07:11,R_2sbsFdypyZA91kM,,,,,51.50259399,-0.065994263,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",61bb370640db417c1a13898e,31,Male,Yes,"7 - Extremely familiar
",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,90,60,100,100,100,0,100,1,65,57,40,70,45,48,30,50,30,40,65,50,20,50,20,20,70,20,Education is paramount in achieving higher salary. It is clear that improving personal image plays a factor in getting hired for higher paying careers. I do not believe sleeping less influences salary as I believe the most successful workers are those who know how to recover the best and achieve the most in the least time. ,Moderately clear,Moderately clear,Slightly easy,Just right,2,It would have been good to be able to type scores. ,FL_103,,,advanceddegreeAIpred+expl|penthouseAIpred+expl|haircutAIpred+expl|goskiingAIpred+expl|privatesectorAIpred+expl|expensiveclothesAIpred+expl|sleepAIpred+expl|officeplantAIpred+expl|smartwatchAIpred+expl
11/02/2022 07:06,11/02/2022 07:11,IP Address,82.9.72.192,100,269,TRUE,11/02/2022 07:11,R_2QMKDOimNAHraQ4,,,,,51.68170166,-3.769805908,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5fa56c6dd402cb02c1359853,39,Female,Yes,6,4,70,83,81,90,81,92,61,41,1,19,11,1,19,40,70,72,61,70,80,61,71,82,82,1,71,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They say that dressing and acting the part can lead to a better job,Extremely clear,Extremely clear,Slightly difficult,Somewhat short,2,,FL_91,sleep|penthouse|haircut|expensiveclothes|privatesector|smartwatch|goskiing|officeplant|advanceddegree,,
11/02/2022 07:05,11/02/2022 07:11,IP Address,109.79.42.188,100,355,TRUE,11/02/2022 07:11,R_BSx6oW7E6EEhA5P,,,,,51.897995,-8.488998413,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5c41e9263be7b70001fcf4ab,43,Male,Yes,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,73,56,31,44,51,30,50,17,47,31,25,21,69,10,16,58,29,62,73,73,64,49,27,68,68,38,"Some items had a bigger affect on expected wages, but a plant or similar items would not have much affect.",Slightly unclear,Moderately clear,Slightly easy,Just right,0,,FL_103,,,goskiingAIpred+expl|penthouseAIpred+expl|sleepAIpred+expl|haircutAIpred+expl|advanceddegreeAIpred+expl|smartwatchAIpred+expl|officeplantAIpred+expl|expensiveclothesAIpred+expl|privatesectorAIpred+expl
11/02/2022 07:06,11/02/2022 07:12,IP Address,86.8.214.55,100,332,TRUE,11/02/2022 07:12,R_1rCbldzzXufhqdw,,,,,51.40229797,0.045806885,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5f68fbe826b6ee0c63f25bf4,23,Female,Yes,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,66,63,91,88,88,50,92,8,78,73,21,8,90,4,57,49,59,67,64,30,71,53,10,74,70,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,"People who work in the private sector and have a postgraduate degree tend to have higher paying jobs. The other factors are just things you can afford with more disposable income, and although they might make you look more attractive in an interview for a higher salary job, they won't directly influence your income at all. ",Moderately clear,Moderately clear,Moderately easy,Just right,2,,FL_92,,expensiveclothesAIpred|penthouseAIpred|goskiingAIpred|privatesectorAIpred|officeplantAIpred|advanceddegreeAIpred|smartwatchAIpred|sleepAIpred|haircutAIpred,
11/02/2022 07:06,11/02/2022 07:12,IP Address,92.21.67.227,100,391,TRUE,11/02/2022 07:12,R_AFplBoA2g9X9ZWF,,,,,50.91600037,-1.499298096,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5ea4360dd2c7cf012a1f60a7,38,Female,Yes,4,1 - Not at all familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,61,50,61,40,0,50,10,0,62,19,0,81,19,0,61,19,0,61,19,0,92,92,0,82,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,The reasoning seems back to front e.g. the reason people go ski-ing multiple times a year is because they have a lot of money. They don't have a lot of money BECAUSE they go ski-ing. The same for the other examples. ,Slightly clear,Slightly clear,Just right,Somewhat long,5,,FL_92,,haircutAIpred|expensiveclothesAIpred|penthouseAIpred|sleepAIpred|advanceddegreeAIpred|officeplantAIpred|privatesectorAIpred|goskiingAIpred|smartwatchAIpred,
11/02/2022 07:04,11/02/2022 07:12,IP Address,90.244.185.8,100,504,TRUE,11/02/2022 07:12,R_3q9fiMmxsT2iM6x,,,,,51.77229309,-3.240997314,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5d002df445f82000013e3c1a,29,Female,Yes,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,71,31,71,68,62,47,50,0,11,75,0,5,78,0,60,60,0,66,62,0,87,63,0,74,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A lot of the questions were more an effect of high salary than cause- the correlation did not point to causation, ",Moderately clear,Moderately clear,Just right,Just right,4,,FL_92,,advanceddegreeAIpred|goskiingAIpred|haircutAIpred|privatesectorAIpred|penthouseAIpred|expensiveclothesAIpred|officeplantAIpred|smartwatchAIpred|sleepAIpred,
11/02/2022 07:03,11/02/2022 07:12,IP Address,78.16.220.239,100,563,TRUE,11/02/2022 07:12,R_2SH6zp9PtNX8OzP,,,,,54.94520569,-7.729797363,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",611528da82efadd9c0f8fa0a,24,Female,Yes,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,88,96,72,61,72,50,40,11,51,51,51,30,19,82,83,71,72,94,82,61,82,61,56,92,82,50,it is unknown whether some of these factors can influence salary ,Moderately clear,Slightly clear,Just right,Just right,2,,FL_103,,,goskiingAIpred+expl|officeplantAIpred+expl|expensiveclothesAIpred+expl|haircutAIpred+expl|smartwatchAIpred+expl|penthouseAIpred+expl|privatesectorAIpred+expl|advanceddegreeAIpred+expl|sleepAIpred+expl
